row,stu num,riazi 1,fizik 1,mabani kamputer,riazi 2,fizik 2,ri gosaste,barname pishrafte,moadelat def,amar va eh,sakhteman dadeh,medar mantaghi,mabani fanavari,memari com,mabani e didit,o va m modiriat,os,tarahi alg,nazariye,os tarahi DB,eghtesad mohandesi,moadel-T4,sex
47,8613331010,15.5,11.0,13.5,10.0,7.0,11.0,10.0,16.5,16.0,14.0,16.6,12.78,12.89,16.0,19.25,12.5,9.75,15.0,17.0,17.0,14.62,f
48,8613331020,10.0,11.0,20.0,10.0,9.5,11.0,14.5,9.0,12.5,16.0,11.1,17.25,10.92,13.0,16.5,12.5,9.75,10.0,14.0,17.0,13.93,m
49,8613331030,10.0,11.25,17.0,11.5,16.5,13.5,9.5,16.5,16.0,14.0,10.4,11.9,10.92,10.0,15.0,13.75,14.0,15.0,17.0,18.0,14.9,m
50,8613331040,13.75,12.0,10.0,9.5,9.5,12.0,6.5,13.0,14.0,9.5,13.5,14.95,10.0,9.5,17.75,10.25,11.0,12.0,10.0,13.0,12.89,m
51,8613331050,12.0,11.0,16.5,9.5,6.0,8.5,10.5,9.0,9.5,9.5,14.5,18.6,17.0,11.0,18.0,16.25,12.0,15.75,14.0,13.0,12.46,m
52,8613331070,13.5,13.5,15.0,19.5,15.5,11.5,12.6,15.5,17.6,11.55,17.0,17.2,16.0,14.26,14.0,13.5,20.0,15.25,15.5,15.0,15.59,m
53,8613331080,15.0,12.0,14.0,10.0,10.0,14.0,7.0,15.0,13.75,13.25,15.0,12.35,13.42,18.0,18.75,12.0,13.5,16.25,17.5,18.0,14.92,m
54,8613331090,14.0,10.0,11.5,13.75,10.0,13.0,9.8,12.5,18.0,11.75,14.9,20.0,12.0,12.0,19.25,14.0,15.5,12.5,16.5,12.75,14.55,f
55,8613331110,11.0,8.5,8.0,16.5,10.0,9.0,13.0,13.5,15.0,10.0,12.6,10.85,12.0,18.0,18.75,10.0,13.5,15.0,12.0,11.75,13.22,f
56,8613331120,13.0,8.0,9.5,17.25,15.5,12.0,18.6,12.5,14.5,10.0,15.5,16.4,14.32,10.0,18.75,13.25,16.0,15.75,17.5,18.5,14.69,f
57,8613331130,12.0,8.0,9.8,11.0,12.0,10.5,14.0,9.0,9.5,10.0,10.0,12.55,12.17,16.0,16.5,11.75,8.0,10.0,13.5,10.0,12.79,m
58,8613331140,10.0,11.0,12.5,10.0,15.0,12.5,6.5,12.5,17.5,16.0,16.4,14.05,12.35,16.0,18.75,16.0,17.5,16.5,18.0,18.5,15.18,m
59,8613331150,16.25,10.5,9.0,16.75,8.75,14.0,11.25,14.0,17.0,8.5,15.6,13.85,12.17,10.0,18.75,12.25,12.5,16.0,15.5,17.5,14.39,f
60,8613331160,14.0,10.75,13.5,12.25,13.75,11.0,11.0,11.0,16.75,11.5,13.6,10.85,10.03,9.5,16.5,10.5,13.0,10.75,17.0,9.75,13.6,f
61,8613331170,10.0,13.0,16.0,10.5,7.0,10.5,18.5,11.0,13.75,11.5,15.5,12.2,12.71,15.0,16.5,13.0,10.0,13.5,16.5,12.75,14.04,m
62,8613331180,11.5,10.0,9.5,18.75,10.0,13.0,12.25,20.0,17.25,9.25,20.0,17.05,11.28,11.0,17.75,12.0,10.0,15.0,15.0,16.5,14.47,f
63,8613331190,12.25,12.0,16.5,10.5,10.0,11.5,8.5,11.5,11.0,11.5,14.2,13.5,12.53,9.5,19.5,10.25,9.0,10.0,11.0,14.0,13.74,m
64,8613331210,10.0,8.5,9.5,14.25,9.0,11.5,9.5,17.5,15.75,13.0,14.7,16.3,10.21,11.0,19.25,10.5,12.5,10.0,11.0,13.5,13.51,f
65,8713331010,16.25,13.6,8.0,10.0,8.0,18.0,9.75,7.0,10.0,9.72,17.0,14.0,10.0,9.5,17.0,11.25,9.75,11.9,10.0,10.0,12.41,m
66,8713331030,12.0,10.2,9.5,9.0,7.0,19.5,9.75,7.0,9.0,10.37,14.0,15.0,16.0,14.0,18.0,9.0,9.49,10.5,10.5,10.0,12.69,m
67,8713331040,14.25,6.3,13.0,12.5,14.0,13.75,16.75,13.0,9.0,17.75,15.5,14.5,14.0,9.5,20.0,11.0,10.0,10.0,14.5,12.0,13.81,m
68,8713331060,10.5,10.4,12.0,8.5,8.5,16.5,10.5,9.0,12.5,9.25,11.0,15.25,12.25,9.5,17.5,10.0,12.1,10.0,15.8,12.0,12.14,m
69,8713331070,8.75,13.4,13.0,10.0,10.5,12.0,13.0,8.0,9.5,18.0,13.0,16.25,4.0,17.0,15.0,18.23,14.2,11.0,15.0,9.0,13.72,m
70,8713331080,10.0,9.3,10.0,10.5,9.5,17.0,12.5,7.0,10.5,14.5,16.0,14.5,11.25,9.5,16.25,12.5,11.5,10.5,14.5,14.0,13.32,f
71,8713331090,17.75,10.0,13.75,9.0,10.5,17.75,9.0,13.75,9.75,9.3,14.0,11.25,11.0,10.0,16.0,12.5,10.0,9.75,9.0,14.5,13.06,f
72,8713331100,10.0,11.9,14.0,9.0,7.0,16.5,9.75,11.5,12.25,13.66,18.0,12.25,15.0,14.0,20.0,16.5,9.44,10.75,14.5,14.5,14.0,f
73,8713331110,19.0,11.8,14.5,15.5,14.5,20.0,14.9,15.5,15.5,16.5,20.0,16.0,17.5,11.0,20.0,17.25,13.5,18.0,13.0,20.0,16.38,f
74,8713331120,16.25,11.5,12.0,9.0,7.0,16.75,9.0,12.0,10.0,9.43,14.0,13.0,11.0,9.5,20.0,13.5,9.81,11.5,10.0,11.75,13.59,f
75,8713331130,15.25,11.1,13.0,11.0,7.0,18.5,9.75,7.0,9.0,14.82,15.0,17.0,19.5,18.0,19.25,20.0,12.3,20.0,15.5,16.0,14.93,f
76,8713331140,16.0,15.4,12.0,16.5,10.0,18.5,16.25,15.75,14.5,17.0,16.0,17.0,15.5,16.0,20.0,18.5,10.7,15.25,17.0,18.5,16.25,f
77,8713331150,20.0,17.2,9.5,19.5,18.0,20.0,17.0,18.5,17.25,20.0,18.0,17.25,17.5,15.0,20.0,20.0,11.0,17.5,16.5,18.5,17.7,f
78,8713331160,14.0,12.5,17.0,10.0,11.0,20.0,18.5,13.75,13.5,19.25,19.0,18.25,16.5,10.0,20.0,16.75,17.0,17.25,19.5,16.0,15.84,m
79,8713331170,10.25,17.0,20.0,11.5,18.0,19.75,20.0,7.0,10.0,19.25,18.5,19.0,4.0,17.0,15.0,18.23,14.2,11.0,15.0,9.0,13.23,m
80,8713331180,17.75,15.2,19.5,11.5,15.5,19.0,17.5,10.0,9.75,19.0,18.25,17.75,17.0,16.0,18.5,15.0,18.0,17.5,17.5,10.0,15.26,m
81,8713331190,15.75,13.1,9.8,12.5,8.0,17.0,12.0,10.25,9.0,15.25,17.5,19.5,12.25,14.0,20.0,15.25,9.63,11.5,16.5,9.0,14.66,m
82,8713331210,20.0,18.1,19.75,17.5,18.0,20.0,17.6,16.0,15.5,16.0,15.0,16.25,19.0,18.0,20.0,17.25,17.0,19.25,18.0,19.0,17.86,m
83,8713331220,16.75,10.7,11.5,10.0,7.0,19.75,13.3,9.5,13.25,15.0,20.0,11.5,19.0,15.0,20.0,18.5,17.0,17.25,19.0,19.0,15.45,f
84,8713331230,19.5,13.9,14.5,13.0,12.0,19.25,14.7,18.0,14.0,15.75,16.25,14.75,14.0,15.0,15.25,15.75,12.0,17.0,16.0,19.0,15.62,f
85,8713331240,16.0,10.3,14.0,9.0,12.0,17.25,12.5,11.5,11.25,17.5,20.0,11.75,18.0,17.0,20.0,17.75,10.0,15.25,19.5,16.0,15.4,f
86,8713331250,10.5,11.8,10.5,9.0,8.0,17.5,11.25,9.75,11.0,12.89,14.5,13.0,11.25,11.0,20.0,16.25,10.0,11.25,13.0,15.25,13.45,f
87,8713331270,17.5,12.0,8.5,14.0,12.0,18.0,12.25,9.75,12.0,9.0,14.0,15.0,14.5,14.0,20.0,16.0,9.72,13.25,14.0,17.0,14.73,m
88,8713331280,10.0,11.9,13.5,8.5,7.0,11.75,10.0,9.0,9.0,10.0,9.0,12.0,16.0,9.5,17.25,13.18,11.0,10.0,14.0,10.0,11.38,m
89,8713331290,15.75,12.5,13.0,12.5,7.5,19.5,9.75,12.5,9.25,16.51,18.0,12.5,14.5,14.0,18.75,16.5,9.77,13.5,17.0,11.5,14.59,m
90,8713331300,14.25,12.7,13.5,8.5,10.5,13.0,9.75,13.5,12.69,16.0,16.0,13.5,10.5,16.0,18.0,11.25,10.0,10.0,10.5,20.0,14.29,f
91,8713331310,13.75,9.0,8.5,9.0,13.5,19.25,9.75,9.0,11.75,17.07,16.5,10.0,15.25,11.0,20.0,14.5,13.0,16.25,14.5,16.5,13.5,f
92,8713331320,13.75,12.6,9.5,10.0,7.0,17.75,9.75,7.5,11.5,10.73,17.5,9.75,13.25,11.0,14.5,12.5,10.0,10.0,10.0,13.0,12.41,f
93,8713331330,13.25,8.3,9.2,11.0,15.0,19.5,10.0,14.0,13.0,11.38,17.5,16.5,15.0,15.0,20.0,14.25,9.4,13.5,12.75,18.5,14.7,f
94,8713331340,15.5,8.3,11.0,10.0,9.5,11.75,14.75,10.0,15.0,10.0,14.0,9.75,13.0,10.0,15.75,11.25,9.17,10.0,9.5,17.0,13.06,m
95,8713331350,17.25,10.0,9.8,11.5,10.0,19.0,12.0,18.0,11.0,16.5,17.0,15.0,16.0,17.0,20.0,15.75,10.2,15.25,16.0,18.5,15.81,f
96,8713331360,16.0,8.2,13.5,9.5,9.0,10.0,9.75,9.5,10.0,17.75,20.0,14.45,15.25,18.0,20.0,20.0,10.1,17.5,14.75,20.0,14.07,f
97,8713331370,15.0,12.3,9.8,8.5,12.0,17.0,14.5,14.5,10.5,12.69,14.0,12.0,15.5,11.0,20.0,13.5,9.43,12.0,12.0,18.5,14.26,f
98,8713331400,12.5,9.1,9.8,10.0,13.75,17.0,12.5,14.0,10.8,13.0,14.0,13.75,12.25,15.0,17.5,17.0,10.0,12.5,19.5,11.75,14.03,m
99,8713331410,12.0,17.0,15.5,19.5,19.0,20.0,10.0,19.0,9.5,10.0,10.0,13.25,16.0,15.25,19.0,11.6,14.67,10.5,11.0,12.0,13.85,m
100,8717050101,13.5,20.0,19.0,17.75,18.0,20.0,17.36,15.0,10.0,16.07,20.0,17.5,20.0,13.5,19.5,16.6,13.84,20.0,16.75,15.5,13.96,m
101,8813331010,12.0,8.5,10.5,16.0,13.5,15.5,11.04,13.5,14.25,11.13,16.0,19.0,10.0,13.0,19.25,17.75,12.54,16.75,10.0,18.0,15.08,f
102,8813331020,7.0,10.0,9.75,12.5,8.25,15.71,10.0,10.5,9.5,9.73,14.25,15.5,12.0,16.5,16.5,17.98,15.56,17.5,11.0,12.25,13.66,f
103,8813331030,8.0,7.5,11.0,12.0,10.0,15.2,10.0,12.0,13.5,10.0,10.25,20.0,12.0,17.25,15.75,15.57,13.88,16.5,15.8,13.5,13.57,f
104,8813331060,7.0,7.0,9.75,10.0,10.0,12.26,11.15,8.0,9.25,9.71,15.25,16.75,10.0,9.5,16.75,12.96,14.33,17.25,11.54,15.5,12.78,m
105,8813331120,12.0,15.25,10.5,9.75,10.0,9.25,9.0,10.0,10.0,12.82,12.0,17.0,14.25,9.5,15.0,15.0,9.53,20.0,9.2,9.0,12.92,f
106,8813331130,14.0,8.0,11.75,13.75,13.0,14.0,16.07,10.25,16.0,14.19,15.25,16.75,13.5,13.0,17.0,18.36,15.3,18.0,18.5,19.0,15.29,f
107,8813331140,19.0,17.0,17.25,14.5,18.5,15.0,19.25,17.0,16.75,18.95,19.0,20.0,16.5,20.0,19.0,19.02,19.0,20.0,18.5,18.75,18.17,f
108,8813331150,17.5,15.0,14.5,12.0,17.5,16.75,9.0,13.0,16.0,18.0,18.5,18.75,11.5,12.0,19.75,18.08,17.36,20.0,14.5,18.75,16.61,f
109,8813331160,10.25,12.5,13.75,9.75,11.25,12.5,17.41,10.0,14.5,14.23,16.0,18.75,11.5,12.0,14.75,15.55,12.78,13.75,9.4,12.5,14.46,m
110,8813331170,10.5,11.0,9.75,16.5,14.75,13.5,11.59,9.0,12.0,14.87,11.5,17.5,9.5,15.0,18.5,11.63,12.62,13.75,14.25,13.25,13.91,m
111,8813331180,13.25,13.0,11.0,10.0,15.0,11.0,13.43,20.0,11.0,13.23,12.75,16.75,11.0,10.0,13.5,15.2,15.84,17.75,9.0,16.25,14.25,m
112,8813331190,11.0,11.5,11.5,11.25,12.75,11.0,17.0,10.0,9.5,13.4,11.25,17.0,15.0,13.0,13.75,16.83,11.58,16.0,10.0,10.0,13.39,m
113,8813331200,11.0,13.25,12.5,10.5,12.75,14.5,19.5,13.0,14.5,17.25,14.25,18.5,19.0,10.0,18.0,19.77,13.85,13.25,9.0,18.0,15.44,m
114,8813331210,12.0,12.5,9.75,15.75,10.0,12.0,10.16,13.0,13.0,13.87,10.75,16.5,9.5,12.0,11.0,11.59,10.76,15.5,11.75,17.0,13.36,m
115,8813331220,12.0,16.75,12.75,9.75,19.0,11.5,9.5,17.75,14.25,9.68,14.75,16.5,10.5,12.75,19.0,11.84,12.06,11.0,7.7,10.0,13.38,m
116,8813331230,13.5,8.25,14.25,11.25,18.5,13.5,16.52,17.0,14.5,16.0,17.0,18.5,12.0,12.0,20.0,17.0,14.42,20.0,20.0,20.0,15.99,m
117,8813331240,16.0,18.5,18.0,13.0,14.0,14.5,18.5,16.25,17.0,14.71,16.5,18.75,16.0,12.0,16.75,18.5,11.0,17.75,12.0,20.0,16.51,m
118,8813331250,8.0,7.0,9.75,13.0,11.5,13.62,10.0,8.0,12.5,11.86,14.25,16.25,14.0,15.5,14.5,10.72,9.86,12.25,9.0,12.0,12.74,m
119,8813331260,12.0,10.0,13.75,10.0,17.0,14.5,11.44,10.0,13.25,14.5,13.25,16.75,12.0,13.0,13.5,10.78,14.71,16.25,16.75,11.75,13.51,m
120,8813331270,8.5,16.0,14.75,10.0,18.75,14.96,12.72,9.0,9.25,13.39,16.5,15.75,16.0,13.25,15.75,11.89,13.44,11.0,7.0,12.25,13.44,m
121,8813331280,10.0,17.75,9.75,12.25,16.0,12.5,10.0,10.0,15.25,15.5,13.5,19.0,11.0,12.0,17.5,17.67,17.07,19.5,15.25,16.0,14.78,f
122,8813331290,16.0,15.75,9.75,7.0,16.75,12.5,10.0,12.0,15.5,13.91,17.0,20.0,10.0,11.0,18.0,13.56,13.15,11.0,12.25,19.5,14.43,f
123,8813331300,10.0,10.5,12.5,10.0,13.25,16.0,13.37,11.0,14.75,13.02,14.0,18.75,10.0,9.5,17.25,14.13,13.03,16.25,14.0,14.5,14.18,m
124,8813331310,11.0,10.0,12.0,10.0,14.0,8.75,10.0,11.0,9.5,11.38,10.0,16.25,13.25,9.5,17.5,10.5,13.46,15.5,12.0,12.0,12.96,f
125,8813331320,10.0,11.0,9.75,17.0,10.0,10.0,10.0,16.5,10.0,7.75,11.75,15.5,10.0,9.5,14.25,13.2,10.0,11.75,7.9,16.75,12.87,m
126,8813331330,12.0,15.5,9.75,13.25,13.25,11.5,15.32,12.0,16.5,13.9,18.5,19.25,18.0,20.0,19.75,17.13,15.39,17.75,15.5,18.0,15.88,f
127,8813331340,8.5,11.75,9.0,12.0,8.5,10.0,9.5,10.0,11.5,12.37,10.0,17.0,10.0,9.5,18.0,12.2,11.06,10.0,12.0,10.0,12.78,f
128,8813331360,10.0,10.0,9.75,11.25,13.0,11.0,10.0,19.25,15.5,9.72,9.5,16.5,10.0,13.25,20.0,13.36,11.4,15.0,8.3,12.5,13.2,f
129,8813331370,13.0,14.5,14.0,9.75,12.5,13.5,16.5,10.0,11.0,14.29,15.25,16.75,14.0,18.0,17.25,16.81,14.93,17.75,16.0,17.5,15.22,m
130,8813331380,11.0,16.25,16.0,12.75,13.0,13.0,18.75,10.0,14.25,15.77,15.0,18.75,12.0,15.0,16.25,18.19,17.95,20.0,20.0,15.25,15.43,m
131,8813331400,8.0,10.25,10.5,14.0,14.25,10.65,10.0,9.0,9.25,10.0,17.0,16.0,12.0,18.0,17.25,15.03,9.51,10.0,8.18,13.5,13.33,f
132,8813331410,12.0,11.5,14.0,15.0,16.5,15.5,17.16,11.25,13.5,14.36,18.5,16.5,14.0,17.0,18.75,15.22,12.69,19.0,13.2,18.0,15.69,f
133,8813331420,11.5,16.0,9.75,11.5,17.75,10.75,10.56,12.0,15.5,10.0,15.75,18.0,10.0,9.5,16.5,13.04,12.0,16.75,8.3,17.75,13.83,f
134,8813331430,10.0,10.0,13.0,9.75,7.0,8.5,13.5,8.0,10.0,12.52,13.5,18.5,10.5,9.5,15.5,10.67,13.31,12.5,8.7,15.0,12.94,m
135,8813331440,11.0,11.75,9.75,16.0,13.75,13.5,10.0,10.0,15.0,10.11,15.25,17.5,10.0,13.0,19.75,16.19,12.25,16.5,10.0,15.75,14.41,f
136,8813331450,13.0,7.0,9.75,12.75,9.5,10.0,9.69,11.0,8.5,10.0,13.75,14.0,10.0,13.5,12.25,15.53,11.85,9.75,13.0,19.5,11.79,m
137,8813331460,10.0,14.0,10.5,9.5,10.0,13.5,10.0,11.5,7.0,13.3,18.0,18.5,10.25,11.25,16.5,13.75,11.35,13.5,13.5,10.0,13.01,m
138,8917050101,11.0,14.75,10.5,14.0,15.5,19.0,10.83,14.0,9.0,16.58,16.25,16.5,16.0,14.25,16.75,12.5,16.94,18.25,14.75,15.0,15.39,f
139,8917050102,15.0,11.5,13.75,12.5,9.5,11.25,12.26,15.0,10.0,11.4,12.75,11.45,14.0,13.25,17.0,16.1,11.88,14.3,13.75,12.5,12.5,f
140,8917050106,5.5,13.0,19.5,9.0,8.0,11.0,19.9,10.6,9.4,15.5,12.0,16.75,13.7,12.25,11.25,16.25,10.0,11.5,15.0,13.75,13.54,m
141,8917050107,10.5,10.51,10.25,11.5,10.0,14.5,9.69,12.3,12.4,17.98,17.25,17.25,13.5,9.75,16.5,12.75,10.26,14.5,16.5,14.25,14.32,m
142,8917050108,14.0,14.0,16.0,16.0,15.5,17.0,11.34,16.0,14.5,18.56,17.25,16.0,18.75,14.25,15.5,16.5,17.69,20.0,17.25,18.0,16.22,f
143,8917050109,12.75,14.5,13.25,14.0,16.0,18.0,9.76,18.0,14.5,19.32,18.75,16.75,20.0,10.75,16.75,17.75,19.22,20.0,19.0,17.0,17.01,f
144,8917050110,10.0,14.5,9.0,10.0,8.0,13.75,10.06,11.0,5.5,12.82,10.25,17.0,15.0,11.75,14.25,12.0,9.82,14.25,14.75,14.75,13.09,m
145,8917050111,12.5,14.5,14.75,13.0,10.0,14.5,19.18,13.0,9.0,15.12,20.0,16.0,15.5,9.5,15.0,15.75,10.0,15.5,12.25,14.5,14.15,m
146,8917050112,10.75,10.5,14.75,12.5,9.5,16.0,14.15,14.5,9.25,14.1,16.75,16.25,19.0,10.25,15.5,16.0,11.04,19.75,14.5,17.0,14.44,m
147,8917050113,12.25,13.0,19.75,12.0,8.5,18.75,19.0,11.0,12.6,20.0,14.0,18.75,19.0,9.75,17.5,11.0,15.54,14.75,18.5,18.5,15.1,m
148,8917050114,10.0,12.59,10.5,9.0,9.5,10.0,10.0,9.9,8.75,10.0,19.0,16.25,16.25,10.25,15.5,12.0,12.77,15.25,10.0,14.5,13.18,f
